,id_str,user_id,text,created_at,user_location,lang,entities_hashtags,entities_symbols,time_zone,location
192,1243410732189757441,1238552011106217984,"I my self feel that Modiji...Should think about the Notes that are exchanged in day to day life , during this Corona Virus issue....the only thing that is not locked down and is roaming from one person to another...please use online payment applications....Modiji please do someth",2020-03-27 05:33:14,,en,[],[],,
193,1243411133039407105,122964927,"Hello sir  Sir I appreciate all step. Take on corona virus Sir I just want to say please. Carry forward our EMI for one or two months. like home loan EMI vehicle loan EMI. it will be great help for all middle class family. Please rise this serious matter
Jai hind sir 🙏 🙏 https://t.co/HF4Nhvhrus",2020-03-27 05:34:50,,en,[],[],,Delhi NCR 
194,1243411224366174210,206795960,"I call it negative prestitution when u don't get educated people on streets u catch. People on road &amp; make news. Barkha Dutt please explain about lockdown. If liberty is given 2 u 2 show how people r suffering, show it in +ev  manner. Not corona +ev manner.
Go leave him at home. https://t.co/kWrEOp1k3T",2020-03-27 05:35:12,,en,[],[],,Mumbai
195,1243411317098082311,3072665912,"Corona cases reported in India stand at 724, with 30 new cases reported since 8 p.m. yesterday (as of March 27, 9:15 a.m). Over 9% (67) of the patients have been discharged, 22 since yesterday.@HealthCheck_in @AU_DelhiNews https://t.co/0yB8x85xHt",2020-03-27 05:35:34,,en,[],[],,"New Delhi, India"
196,1243411324731711489,837597727,@narendramodi To fight for Corona healthy dietvand meditation is required to boost up immune system#Worldfightforcorona https://t.co/alujH3BmJz,2020-03-27 05:35:35,,en,[],[],,India
197,1243411411499249667,1058615794353860609,"@PMOIndia sirji, Govt in AP is more dangerous than the corona virus, they are not taking proper care of the people. Intervene &amp; save the people of Andhra, god will bless you",2020-03-27 05:35:56,,en,[],[],,"Ontario, Canada"
198,1243411431313117186,91960979,"We have a 25 yr , stable pt , Rt inferior lobar bronchus Neuro endocrine carcinoma , gr 1 , with Rt middle n lower lobe collapse . H/ o pneumonia thrice in 1 yr , improved with antibiotics. Last pneumonia 1 mts back . Should we operate him now or after this corona is over ? https://t.co/Uc7JBjakM5",2020-03-27 05:36:01,,en,[],[],,Nagpur
199,1243411550217494529,100739352,True https://t.co/c5cuWt9IJh,2020-03-27 05:36:29,,en,[],[],,"Delhi, Lucknow, Kumaon, India"
200,1243411558593511424,1493489773,"Live #Covid19 Statistics.
https://t.co/ZqckNRuKTO
#Corona #HelplineNumbers #CoronaIndia #Pandemic #CoronaVirus #SujoyBasu",2020-03-27 05:36:31,,en,"[{'text': 'Covid19', 'indices': [5, 13]}, {'text': 'Corona', 'indices': [50, 57]}, {'text': 'HelplineNumbers', 'indices': [58, 74]}, {'text': 'CoronaIndia', 'indices': [75, 87]}, {'text': 'Pandemic', 'indices': [88, 97]}, {'text': 'CoronaVirus', 'indices': [98, 110]}, {'text': 'SujoyBasu', 'indices': [111, 121]}]",[],,Kolkata
201,1243411766706503683,614156493,"Bhai door raho ek doosre se🙏Getting within a Metre of another person in a public place, at restaurant, shopping queue etc. has been declared punishable in Singapore. If found guilty you would need to pay Singapore Dollars 6,990, jail up to six months, or both👍#Corona",2020-03-27 05:37:21,,en,"[{'text': 'Corona', 'indices': [260, 267]}]",[],,Mumbai
202,1243411965285785602,389472549,"Doctors are selflessly helping #Corona affected patients. 
Let us support them! 

Watch the full video here: https://t.co/0BNvfR8k9W

#CoronaWarriors #Covid19 #Warangal https://t.co/AE8CUIwYJ2",2020-03-27 05:38:08,,en,"[{'text': 'Corona', 'indices': [31, 38]}, {'text': 'CoronaWarriors', 'indices': [134, 149]}, {'text': 'Covid19', 'indices': [150, 158]}, {'text': 'Warangal', 'indices': [159, 168]}]",[],,"Hyderabad, Andhra Pradesh"
