,id_str,user_id,text,created_at,entities,lang,time_zone
242,1243162471247917057,762714933188591616,"@dauntingsh @NetaNiyanta @0mNam0 @AjitsinhJagirda @GauravModified @Harish20902711 @Dr_MR_Satapathy @ArunDeshpande20 @nrajabpcl @VinodKeshava @TheIndianMukesh @DrAkhilMahajan1 @prasad_perla @anandpdwivedi @NaniBellary @sukanyaiyer2 @narendramodi @ModiBrigade_Ind @savitha_rao @desertfox61I @UjjwalaDesai @HKA_2017 @ParasKGhelani @SoniaGurnani19 @lakshmianand96 @dhaval8456 @RituKulshresth @Sowmiya07939778 @vanitajain21 @sethia_b @SUPERINDIANIST @AnkushD65021363 @kailashkaushik8 @nair_jitin @imprernakumari @mohana5121966 @Bipinch45601787 @PMOIndia @DrAVSriv @drmonika_langeh @Hamara_Desh @bjymvolunteers @naturaize @China_Amb_India @POTUS @ChinaDaily @WHO @TheChineseGovt @EUCouncil 1/1
Just wandering why no problems at Beijing China capital on coronavirous, where maximum cross transportation take place nationally &amp; internationally, how epicenter of Corona, Wuhan city is on path of recovery
Top secrecy, game is different
It's World War 3 with economy weapons",2020-03-26 13:06:44,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dauntingsh', 'name': 'शैलेश सिंह 🇮🇳', 'id': 2856314460, 'id_str': '2856314460', 'indices': [0, 11]}, {'screen_name': 'NetaNiyanta', 'name': 'Spiritual Reformist ॐ', 'id': 1108608568364687360, 'id_str': '1108608568364687360', 'indices': [12, 24]}, {'screen_name': '0mNam0', 'name': '🕉️ 0mNam0 🕉️', 'id': 887119173804974081, 'id_str': '887119173804974081', 'indices': [25, 32]}, {'screen_name': 'AjitsinhJagirda', 'name': 'ajitsinh Jagirdar 🇮🇳 #We_The_Threadeans', 'id': 1331523428, 'id_str': '1331523428', 'indices': [33, 49]}, {'screen_name': 'GauravModified', 'name': 'Gaurav Chhibber', 'id': 1964469818, 'id_str': '1964469818', 'indices': [50, 65]}, {'screen_name': 'Dr_MR_Satapathy', 'name': 'Manoranjan Satapathy', 'id': 813796403684265985, 'id_str': '813796403684265985', 'indices': [82, 98]}, {'screen_name': 'ArunDeshpande20', 'name': 'Arun Deshpande', 'id': 1096096875411689473, 'id_str': '1096096875411689473', 'indices': [99, 115]}, {'screen_name': 'nrajabpcl', 'name': 'Rajagopalan. N', 'id': 93643538, 'id_str': '93643538', 'indices': [116, 126]}, {'screen_name': 'VinodKeshava', 'name': 'Vinod Keshava', 'id': 969814416, 'id_str': '969814416', 'indices': [127, 140]}, {'screen_name': 'DrAkhilMahajan1', 'name': 'Dr Akhil Mahajan', 'id': 858246214298460160, 'id_str': '858246214298460160', 'indices': [158, 174]}, {'screen_name': 'prasad_perla', 'name': 'prasad_perla', 'id': 473856934, 'id_str': '473856934', 'indices': [175, 188]}, {'screen_name': 'anandpdwivedi', 'name': 'APD', 'id': 282417138, 'id_str': '282417138', 'indices': [189, 203]}, {'screen_name': 'NaniBellary', 'name': 'SGK', 'id': 205586955, 'id_str': '205586955', 'indices': [204, 216]}, {'screen_name': 'sukanyaiyer2', 'name': 'GurukulDr.SukanyaSubbannaIyer', 'id': 4111561574, 'id_str': '4111561574', 'indices': [217, 230]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [231, 244]}, {'screen_name': 'ModiBrigade_Ind', 'name': 'Modi Brigade', 'id': 890195386396164096, 'id_str': '890195386396164096', 'indices': [245, 261]}, {'screen_name': 'savitha_rao', 'name': '#IndiaFirst 🇮🇳', 'id': 2519690888, 'id_str': '2519690888', 'indices': [262, 274]}, {'screen_name': 'desertfox61I', 'name': 'gab.ai/TheCol🇮🇳', 'id': 2578308889, 'id_str': '2578308889', 'indices': [275, 288]}, {'screen_name': 'UjjwalaDesai', 'name': 'Ujjwala Desai 🇮🇳 Hindu', 'id': 707112021913948160, 'id_str': '707112021913948160', 'indices': [289, 302]}, {'screen_name': 'HKA_2017', 'name': 'H.Kartik Arun', 'id': 113069433, 'id_str': '113069433', 'indices': [303, 312]}, {'screen_name': 'ParasKGhelani', 'name': 'Paras K.Ghelani (PG)', 'id': 289271595, 'id_str': '289271595', 'indices': [313, 327]}, {'screen_name': 'SoniaGurnani19', 'name': 'Sonia.Gurnani', 'id': 915325347754762241, 'id_str': '915325347754762241', 'indices': [328, 343]}, {'screen_name': 'lakshmianand96', 'name': 'Moral Victory 🇮🇳', 'id': 3098228941, 'id_str': '3098228941', 'indices': [344, 359]}, {'screen_name': 'dhaval8456', 'name': 'Adv. Dhaval Nakhva', 'id': 332427657, 'id_str': '332427657', 'indices': [360, 371]}, {'screen_name': 'RituKulshresth', 'name': 'Ritu kulshresth', 'id': 747807842359455744, 'id_str': '747807842359455744', 'indices': [372, 387]}, {'screen_name': 'Sowmiya07939778', 'name': 'SOWMIYA🇮🇳', 'id': 1066668208151805953, 'id_str': '1066668208151805953', 'indices': [388, 404]}, {'screen_name': 'vanitajain21', 'name': '𝒱𝒶𝓃𝒾𝓉𝒶 🇮🇳', 'id': 742971033033007105, 'id_str': '742971033033007105', 'indices': [405, 418]}, {'screen_name': 'sethia_b', 'name': 'B Sethia 🇮🇳', 'id': 796185239370379264, 'id_str': '796185239370379264', 'indices': [419, 428]}, {'screen_name': 'kailashkaushik8', 'name': 'Kailash Kaushik', 'id': 2206428378, 'id_str': '2206428378', 'indices': [462, 478]}, {'screen_name': 'nair_jitin', 'name': 'JITIN', 'id': 2451228763, 'id_str': '2451228763', 'indices': [479, 490]}, {'screen_name': 'mohana5121966', 'name': 'Mangayarkarasi A', 'id': 1522489692, 'id_str': '1522489692', 'indices': [507, 521]}, {'screen_name': 'Bipinch45601787', 'name': 'Bipinchandra Patel MODI+VE', 'id': 1004766781402050560, 'id_str': '1004766781402050560', 'indices': [522, 538]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [539, 548]}, {'screen_name': 'DrAVSriv', 'name': 'Avantika Varma 🇮🇳', 'id': 278905379, 'id_str': '278905379', 'indices': [549, 558]}, {'screen_name': 'drmonika_langeh', 'name': 'Dr.Monika Langeh🇮🇳', 'id': 2955928831, 'id_str': '2955928831', 'indices': [559, 575]}, {'screen_name': 'Hamara_Desh', 'name': '🇮🇳Er. MURARI GOYAL🇮🇳', 'id': 2343221881, 'id_str': '2343221881', 'indices': [576, 588]}, {'screen_name': 'bjymvolunteers', 'name': '#BJYM', 'id': 919128822678618113, 'id_str': '919128822678618113', 'indices': [589, 604]}, {'screen_name': 'naturaize', 'name': 'Nagarajan Madhavan', 'id': 877182626280460288, 'id_str': '877182626280460288', 'indices': [605, 615]}, {'screen_name': 'China_Amb_India', 'name': 'Sun Weidong', 'id': 938072041273430017, 'id_str': '938072041273430017', 'indices': [616, 632]}, {'screen_name': 'POTUS', 'name': 'President Trump', 'id': 822215679726100480, 'id_str': '822215679726100480', 'indices': [633, 639]}, {'screen_name': 'ChinaDaily', 'name': 'China Daily', 'id': 87775422, 'id_str': '87775422', 'indices': [640, 651]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [652, 656]}, {'screen_name': 'TheChineseGovt', 'name': 'China (Official)', 'id': 810540051054657536, 'id_str': '810540051054657536', 'indices': [657, 672]}, {'screen_name': 'EUCouncil', 'name': 'EU Council', 'id': 206717989, 'id_str': '206717989', 'indices': [673, 683]}], 'urls': []}",en,
243,1243162608485535750,1137334877605355521,"This is the situations in lockdown.  thats how india fight against corona.  Please i requst to police team to do something.
@aajtak  i request you to report in my village nonihat jharkhand https://t.co/hrzr7Z3xIY",2020-03-26 13:07:17,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aajtak', 'name': 'AajTak', 'id': 42606652, 'id_str': '42606652', 'indices': [124, 131]}], 'urls': [], 'media': [{'id': 1243162596833804288, 'id_str': '1243162596833804288', 'indices': [189, 212], 'media_url': 'http://pbs.twimg.com/media/EUCZy5ZUwAAswJA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUCZy5ZUwAAswJA.jpg', 'url': 'https://t.co/hrzr7Z3xIY', 'display_url': 'pic.twitter.com/hrzr7Z3xIY', 'expanded_url': 'https://twitter.com/Rahulku59397989/status/1243162608485535750/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 960, 'h': 1280, 'resize': 'fit'}}}]}",en,
244,1243162643986186240,169786869,Good move sir. Really appreciate your support. https://t.co/zLzv8reiI8,2020-03-26 13:07:25,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/zLzv8reiI8', 'expanded_url': 'https://twitter.com/PCMohanMP/status/1243135105104658432', 'display_url': 'twitter.com/PCMohanMP/stat…', 'indices': [47, 70]}]}",en,
245,1243162716665073664,1243155732322635779,"@MoHFW_INDIA @PMOIndia @drharshvardhan @AshwiniKChoubey @PIBHomeAffairs @PIB_India @MIB_India @MEAIndia @MoCA_GoI @mygovindia @DDNewslive Corona virus is also spreading due to milk bags. As corona virus stays on plastic for 72 hours &amp; also milk bags are cold.
If any inflected person comes in touch with those bags there are more chances of outbreak.",2020-03-26 13:07:43,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [0, 12]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [13, 22]}, {'screen_name': 'drharshvardhan', 'name': 'Dr Harsh Vardhan', 'id': 77732185, 'id_str': '77732185', 'indices': [23, 38]}, {'screen_name': 'AshwiniKChoubey', 'name': 'Ashwini Kr. Choubey', 'id': 706963995, 'id_str': '706963995', 'indices': [39, 55]}, {'screen_name': 'PIBHomeAffairs', 'name': 'Spokesperson, Ministry of Home Affairs', 'id': 753189526152081408, 'id_str': '753189526152081408', 'indices': [56, 71]}, {'screen_name': 'PIB_India', 'name': 'PIB India', 'id': 231033118, 'id_str': '231033118', 'indices': [72, 82]}, {'screen_name': 'MIB_India', 'name': 'MIB India 🇮🇳 #StayHome #StaySafe', 'id': 920488039, 'id_str': '920488039', 'indices': [83, 93]}, {'screen_name': 'MEAIndia', 'name': 'Anurag Srivastava', 'id': 441636351, 'id_str': '441636351', 'indices': [94, 103]}, {'screen_name': 'MoCA_GoI', 'name': 'MoCA_GoI', 'id': 3619207820, 'id_str': '3619207820', 'indices': [104, 113]}, {'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [114, 125]}, {'screen_name': 'DDNewslive', 'name': 'DD News', 'id': 1100927498, 'id_str': '1100927498', 'indices': [126, 137]}], 'urls': []}",en,
246,1243162794725277696,1240974562746982400,"https://t.co/isHuOah2rx
Please watch for Corona 100% treatment",2020-03-26 13:08:01,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/isHuOah2rx', 'expanded_url': 'https://youtu.be/RY_RL0LwjdQ', 'display_url': 'youtu.be/RY_RL0LwjdQ', 'indices': [0, 23]}]}",en,
247,1243162901377998849,77730690,In the words of @paulocoelho Haters are confused admirers who want to be like you 🤔 https://t.co/gnOeAjtzsj,2020-03-26 13:08:27,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'paulocoelho', 'name': 'Paulo Coelho', 'id': 5520952, 'id_str': '5520952', 'indices': [16, 28]}], 'urls': [{'url': 'https://t.co/gnOeAjtzsj', 'expanded_url': 'https://twitter.com/RahulGandhi/status/1243109003325915137', 'display_url': 'twitter.com/RahulGandhi/st…', 'indices': [84, 107]}]}",en,
248,1243162986685972482,1960071366,"@PiyushGoyalOffc @PiyushGoyal 
Final Bill were badly delayed , works were prolonged , because of corrupt Mr. V.P. Singh ,his lackadaisical attitude and slackness on his part make his subordinates &amp; seniors,  FAIL
@PMOIndia @narendramodi https://t.co/uSK28v22HY",2020-03-26 13:08:47,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PiyushGoyalOffc', 'name': 'Piyush Goyal Office', 'id': 717686709983424513, 'id_str': '717686709983424513', 'indices': [0, 16]}, {'screen_name': 'PiyushGoyal', 'name': 'Piyush Goyal', 'id': 1324334436, 'id_str': '1324334436', 'indices': [17, 29]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [217, 226]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [227, 240]}], 'urls': [{'url': 'https://t.co/uSK28v22HY', 'expanded_url': 'https://twitter.com/3tarungupta/status/1243162365413056513', 'display_url': 'twitter.com/3tarungupta/st…', 'indices': [241, 264]}]}",en,
249,1243162987776675840,231422245,"This is fantastic...Please watch all of you right now, Delhi's First #Corona patient Rohit Dutta narrating his treatment experience Live with @akhileshanandd on @ABPNews A Happy Story, how his doctors &amp; Safdarjung Hospital treated him 👍🏻👍🏻",2020-03-26 13:08:47,"{'hashtags': [{'text': 'Corona', 'indices': [69, 76]}], 'symbols': [], 'user_mentions': [{'screen_name': 'akhileshanandd', 'name': 'Akhilesh Anand', 'id': 103330491, 'id_str': '103330491', 'indices': [142, 157]}, {'screen_name': 'ABPNews', 'name': 'ABP News', 'id': 39240673, 'id_str': '39240673', 'indices': [161, 169]}], 'urls': []}",en,
250,1243163034102558721,866582988,If they provide enough PPE and infrastructure that's more than enough as it's lacking at ground level.. nobody wants to die to claim that insurance we want to serve as much as we can being alive. Govt is failing to provide even a basic mask and sanitizers.. #blackmarketing https://t.co/HTblz4M6aa,2020-03-26 13:08:58,"{'hashtags': [{'text': 'blackmarketing', 'indices': [258, 273]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/HTblz4M6aa', 'expanded_url': 'https://twitter.com/sardesairajdeep/status/1243085174885187584', 'display_url': 'twitter.com/sardesairajdee…', 'indices': [274, 297]}]}",en,
251,1243163048895860737,1036303922996994049,"S sir such a great idea plzz construct 2-3 hospitals in Telangana also sir, hospitals particularly for corona virus treatment @TelanganaCMO , financial minister sir @trsharish garu to make a look in to it 
@revanth_anumula https://t.co/qmvxesOxOa",2020-03-26 13:09:02,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TelanganaCMO', 'name': 'Telangana CMO', 'id': 2558684335, 'id_str': '2558684335', 'indices': [126, 139]}, {'screen_name': 'trsharish', 'name': 'Harish Rao Thanneeru #StayHome #StaySafe', 'id': 192942692, 'id_str': '192942692', 'indices': [165, 175]}, {'screen_name': 'revanth_anumula', 'name': 'Revanth Reddy', 'id': 706842521796632576, 'id_str': '706842521796632576', 'indices': [206, 222]}], 'urls': [{'url': 'https://t.co/qmvxesOxOa', 'expanded_url': 'https://twitter.com/revanth_anumula/status/1243160589658025985', 'display_url': 'twitter.com/revanth_anumul…', 'indices': [223, 246]}]}",en,
252,1243163084232871937,914475185582915584,Which Industry Is Earning More Because of #Corona #COVID2019 ? https://t.co/1S2GBAucOn,2020-03-26 13:09:10,"{'hashtags': [{'text': 'Corona', 'indices': [42, 49]}, {'text': 'COVID2019', 'indices': [50, 60]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1S2GBAucOn', 'expanded_url': 'https://twitter.com/chiragbarjatyaa/status/1243066206329786369', 'display_url': 'twitter.com/chiragbarjatya…', 'indices': [63, 86]}]}",en,
253,1243163160611192832,4701451992,"Dear Madam 
Thanks for providing insurance cover to frontline warriors but we have a humble request also think for persons who are indirectly also involved to combat the novel Corona virus like we people involved in manufacturing of medicine in private pharmaceutical company. https://t.co/ochz4IoFXM",2020-03-26 13:09:29,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ochz4IoFXM', 'expanded_url': 'https://twitter.com/PIB_India/status/1243086255945969665', 'display_url': 'twitter.com/PIB_India/stat…', 'indices': [277, 300]}]}",en,
254,1243163189207916545,956917580697976833,"Have these leaders who are not be seen now suffering from corona covid19 . When riots occur they on forefront 
Are they into quarantine 
If not I wish they are 
We love them for peace contribution  as they fight muslims let them fight corona  darpok hain sab bheegi billi sab https://t.co/6Qj33Y6n2z",2020-03-26 13:09:35,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243163172464283650, 'id_str': '1243163172464283650', 'indices': [276, 299], 'media_url': 'http://pbs.twimg.com/media/EUCaUZyU0AIhBFU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUCaUZyU0AIhBFU.jpg', 'url': 'https://t.co/6Qj33Y6n2z', 'display_url': 'pic.twitter.com/6Qj33Y6n2z', 'expanded_url': 'https://twitter.com/Anupbhatia7/status/1243163189207916545/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 480, 'resize': 'fit'}, 'small': {'w': 640, 'h': 480, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 480, 'resize': 'fit'}}}]}",en,
255,1243163214541549569,935766025508974592,"Number of corona virus cases in #USA is spiking towards 70k 

terrible. 😟

#CoronaVirus #Corona #USA",2020-03-26 13:09:41,"{'hashtags': [{'text': 'USA', 'indices': [32, 36]}, {'text': 'CoronaVirus', 'indices': [75, 87]}, {'text': 'Corona', 'indices': [88, 95]}, {'text': 'USA', 'indices': [96, 100]}], 'symbols': [], 'user_mentions': [], 'urls': []}",en,
256,1243163458612281345,954710848311738369,"Young Corona Warriors are keeping a strict vigil on the elders even if it means sacrificing their favourite pastimes, hobbies and interests! Will you not support them?

Let’s stay home, stay safe.

#IndiaFightsCorona https://t.co/OyUhyOzhln",2020-03-26 13:10:40,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [198, 216]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243134594947272705, 'id_str': '1243134594947272705', 'indices': [217, 240], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1243134594947272705/img/pSa2hGj0ABCdNDN3.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1243134594947272705/img/pSa2hGj0ABCdNDN3.jpg', 'url': 'https://t.co/OyUhyOzhln', 'display_url': 'pic.twitter.com/OyUhyOzhln', 'expanded_url': 'https://twitter.com/BJP4India/status/1243135432604307465/video/1', 'type': 'photo', 'sizes': {'medium': {'w': 720, 'h': 400, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 400, 'resize': 'fit'}, 'small': {'w': 680, 'h': 378, 'resize': 'fit'}}, 'source_status_id': 1243135432604307465, 'source_status_id_str': '1243135432604307465', 'source_user_id': 207809313, 'source_user_id_str': '207809313'}]}",en,
257,1243163593920507905,1105853695202349056,"New study by China proves that house flies (makhi) can transmit Corona Virus. This information has been recently confirmed by Goverment of India. Amitabh Bachchan appointed to spread this important message 

👇🏻👇🏻👇🏻👇🏻👇🏻 https://t.co/bYd7WaSI9c",2020-03-26 13:11:12,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243162553489879044, 'id_str': '1243162553489879044', 'indices': [219, 242], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1243162553489879044/pu/img/M0B63BNy42qxZmyT.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1243162553489879044/pu/img/M0B63BNy42qxZmyT.jpg', 'url': 'https://t.co/bYd7WaSI9c', 'display_url': 'pic.twitter.com/bYd7WaSI9c', 'expanded_url': 'https://twitter.com/Ashishk98159915/status/1243163593920507905/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}}]}",en,
258,1243163617635131397,16631954,"HUMANS ARE NOT INFECTED BY DOGS.
CANINE CORONA IS DIFFERENT FROM NOVEL CORONA
All you need to do is maintain basic hygiene &amp; make sure that your pet is healthy and fully vaccinated yearly
#PetLovers #DogLovers #indialockdown #Covid19India @ZeeNewsHindi @HimalayaIndia #FightCorona https://t.co/ddrXkzaZOA",2020-03-26 13:11:17,"{'hashtags': [{'text': 'PetLovers', 'indices': [192, 202]}, {'text': 'DogLovers', 'indices': [203, 213]}, {'text': 'indialockdown', 'indices': [214, 228]}, {'text': 'Covid19India', 'indices': [229, 242]}, {'text': 'FightCorona', 'indices': [272, 284]}], 'symbols': [], 'user_mentions': [{'screen_name': 'HimalayaIndia', 'name': 'Himalaya India', 'id': 423190436, 'id_str': '423190436', 'indices': [257, 271]}], 'urls': [], 'media': [{'id': 1243163478765887490, 'id_str': '1243163478765887490', 'indices': [285, 308], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1243163478765887490/pu/img/NG3ASJ8_KFdNWwP1.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1243163478765887490/pu/img/NG3ASJ8_KFdNWwP1.jpg', 'url': 'https://t.co/ddrXkzaZOA', 'display_url': 'pic.twitter.com/ddrXkzaZOA', 'expanded_url': 'https://twitter.com/MeghaRajoria/status/1243163617635131397/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]}",en,
259,1243163638778736640,371268056,"Corona Ki Jaise Ki Taisi..👉Am tired, 21 days of workouts.  Now run away Corona....🙏 @ DoubleTree by Hilton Agra https://t.co/xvxS8idQra",2020-03-26 13:11:23,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/xvxS8idQra', 'expanded_url': 'https://www.instagram.com/p/B-MrOt6gNdkRZezXnCyrrKXLcLxzgp__RjJIJM0/?igshid=1rs54uvh468ll', 'display_url': 'instagram.com/p/B-MrOt6gNdkR…', 'indices': [112, 135]}]}",en,
260,1243163645120409600,734328210,Thanks for entertaining us with this series of humour at times of distress and crisis👍😊 https://t.co/K3xCvzXTv9,2020-03-26 13:11:24,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/K3xCvzXTv9', 'expanded_url': 'https://twitter.com/Nher_who/status/1243162017550090241', 'display_url': 'twitter.com/Nher_who/statu…', 'indices': [88, 111]}]}",en,
261,1243163902638096389,3006592650,"Rs 1.70 lakh crore relief package announced for the poor to help them fight against Corona Virus
https://t.co/YaM8ys1J7B via NaMo App https://t.co/jRF37IKiys",2020-03-26 13:12:25,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/YaM8ys1J7B', 'expanded_url': 'http://nm-4.com/bjb9', 'display_url': 'nm-4.com/bjb9', 'indices': [97, 120]}], 'media': [{'id': 1243163849383014400, 'id_str': '1243163849383014400', 'indices': [134, 157], 'media_url': 'http://pbs.twimg.com/media/EUCa7zgU8AASutu.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUCa7zgU8AASutu.jpg', 'url': 'https://t.co/jRF37IKiys', 'display_url': 'pic.twitter.com/jRF37IKiys', 'expanded_url': 'https://twitter.com/raghawendra26/status/1243163902638096389/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1024, 'h': 1277, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 545, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 962, 'h': 1200, 'resize': 'fit'}}}]}",en,
262,1243163923983056896,400903828,#Askzeenews can rain down  effect corona spread,2020-03-26 13:12:31,"{'hashtags': [{'text': 'Askzeenews', 'indices': [0, 11]}], 'symbols': [], 'user_mentions': [], 'urls': []}",en,
263,1243163933902438401,752151490966360064,"@CMOMaharashtra To Respected Sir,
As a responsible citizen of India I want to contribute suggestion that might help to control crowd of India in this serious situation of corona virus. 
I have a humble request that this messages should be conveyed to @PMOIndia and @CMOMaharashtra . https://t.co/ye2Az7rVq4",2020-03-26 13:12:33,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CMOMaharashtra', 'name': 'CMO Maharashtra', 'id': 2597666894, 'id_str': '2597666894', 'indices': [0, 15]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [251, 260]}, {'screen_name': 'CMOMaharashtra', 'name': 'CMO Maharashtra', 'id': 2597666894, 'id_str': '2597666894', 'indices': [265, 280]}], 'urls': [], 'media': [{'id': 1243163904810733573, 'id_str': '1243163904810733573', 'indices': [283, 306], 'media_url': 'http://pbs.twimg.com/media/EUCa_B_U0AUmpod.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUCa_B_U0AUmpod.jpg', 'url': 'https://t.co/ye2Az7rVq4', 'display_url': 'pic.twitter.com/ye2Az7rVq4', 'expanded_url': 'https://twitter.com/kulkarnipiyush1/status/1243163933902438401/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 767, 'h': 561, 'resize': 'fit'}, 'small': {'w': 680, 'h': 497, 'resize': 'fit'}, 'large': {'w': 767, 'h': 561, 'resize': 'fit'}}}]}",en,
264,1243164012121968647,1243155327530356737,"This is how people of my village are making the fight against corona successful
 #HaryanaPolice #Mlkhattar #Lockdown21 #COVID2019 #CoronaVillains #StayHomeSaveLives https://t.co/O5ZIQeDHy9",2020-03-26 13:12:52,"{'hashtags': [{'text': 'HaryanaPolice', 'indices': [81, 95]}, {'text': 'Mlkhattar', 'indices': [96, 106]}, {'text': 'Lockdown21', 'indices': [107, 118]}, {'text': 'COVID2019', 'indices': [119, 129]}, {'text': 'CoronaVillains', 'indices': [130, 145]}, {'text': 'StayHomeSaveLives', 'indices': [146, 164]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243163997433552896, 'id_str': '1243163997433552896', 'indices': [165, 188], 'media_url': 'http://pbs.twimg.com/media/EUCbEbCU4AArRXh.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUCbEbCU4AArRXh.jpg', 'url': 'https://t.co/O5ZIQeDHy9', 'display_url': 'pic.twitter.com/O5ZIQeDHy9', 'expanded_url': 'https://twitter.com/CoronaWarrior3/status/1243164012121968647/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 635, 'h': 455, 'resize': 'fit'}, 'large': {'w': 635, 'h': 455, 'resize': 'fit'}, 'small': {'w': 635, 'h': 455, 'resize': 'fit'}}}]}",en,
265,1243164045244420096,1011495472614105088,"@rahulkanwal 
INDIA TODAY TV , under its 
"" CORONA VILLIAN CAPTION""
shows common people but not 25.3 AYODHYA incidence.
FEAR OR ?",2020-03-26 13:12:59,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rahulkanwal', 'name': 'Rahul Kanwal', 'id': 75509967, 'id_str': '75509967', 'indices': [0, 12]}], 'urls': []}",en,
