,id_str,user_id,text,created_at,entities,user_location,lang,time_zone,location
660,1243354114014281732,795439035640520704,Every body wants some more active from your side bcz you have a very good cadre of Young's .It's is not money more but appeal to every sarpanch and youth to senteize the village with social distancing and appeal for stay at home as you done Tass and Hooka  .Thanks Deepender ji. https://t.co/02mf8LLBev,2020-03-27 01:48:15,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/02mf8LLBev', 'expanded_url': 'https://twitter.com/DeependerSHooda/status/1243191940134227969', 'display_url': 'twitter.com/DeependerSHood…', 'indices': [279, 302]}]}",,en,,"नई दिल्ली, भारत"
661,1243354252891672576,1087680624184287232,"@vivekagnihotri Wuhan-Shanghai =839 km
Wuhan-Beijing = 1152 km
Wuhan-Milan  = 15000 km
Wuhan-New York = 15000 km
 *No effect of corona in Beijing/Shanghai
*But deaths in Italy,Iran,Europe &amp; ruining the 🌍 economy
 *All business areas of 🇨🇳 r safe

Can any1 able to digest this fact??
 *Copied.",2020-03-27 01:48:48,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'vivekagnihotri', 'name': 'Vivek Ranjan Agnihotri', 'id': 16404141, 'id_str': '16404141', 'indices': [0, 15]}], 'urls': []}",,en,,Malleshwaram(B'luru)/Kundapura
662,1243354303558868992,1053142922856562689,Real hero on screen and off screen bhi https://t.co/1NZfOVC7Tp,2020-03-27 01:49:01,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1NZfOVC7Tp', 'expanded_url': 'https://twitter.com/PawanKalyan/status/1243013014762094592', 'display_url': 'twitter.com/PawanKalyan/st…', 'indices': [39, 62]}]}",,en,,"Vrindavan, India"
663,1243354811149373441,429739474,one of the best service being done by @SuprDaily they never miss you servicing daily. During lockdown situation they are simply superb again proving they are on time with limited essentials. Thanks once again. #Corona #Lockdown21 #Chennai,2020-03-27 01:51:02,"{'hashtags': [{'text': 'Corona', 'indices': [210, 217]}, {'text': 'Lockdown21', 'indices': [218, 229]}, {'text': 'Chennai', 'indices': [230, 238]}], 'symbols': [], 'user_mentions': [{'screen_name': 'SuprDaily', 'name': 'Supr Daily', 'id': 707226464039600128, 'id_str': '707226464039600128', 'indices': [38, 48]}], 'urls': []}",,en,,Chennai
664,1243354936546447360,1106738350159872000,@Loneranger9new @RahulGandhi @narendramodi @INCIndia Time is ripe to voluntarily disclose the assets hidden in Spain and UK and donate it for fighting Corona. Indians are very kind and large hearted people. They will forgive the family.,2020-03-27 01:51:31,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RahulGandhi', 'name': 'Rahul Gandhi', 'id': 3171712086, 'id_str': '3171712086', 'indices': [16, 28]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [29, 42]}, {'screen_name': 'INCIndia', 'name': 'Congress', 'id': 1153045459, 'id_str': '1153045459', 'indices': [43, 52]}], 'urls': []}",,en,,Ranchi&surrounding Coalfields.
665,1243355314759426048,462988750,And now they have sold unreliable and useless kits to Spain &amp; other countries 😡 https://t.co/Bl7eRDjeNm,2020-03-27 01:53:02,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Bl7eRDjeNm', 'expanded_url': 'https://twitter.com/MajorPoonia/status/1243049769942970368', 'display_url': 'twitter.com/MajorPoonia/st…', 'indices': [84, 107]}]}",,en,,New Delhi
666,1243355522759184384,140764027,@narendramodi your efforts to combat corona is appreciable but state governments are keeping liquor shops open for revenue during your warning of remaining isolated this should be stopped on immediate basis as liquor is not essential item and crowd at shops may spread corona,2020-03-27 01:53:51,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [0, 13]}], 'urls': []}",,en,,
667,1243355575527723010,1241240977357950976,@capt_amarinder Thats really good news... India will definitely win ! Jab Angrez Bharat Chhorh ke chale gaye to Corona kis khet ki mooli hai,2020-03-27 01:54:04,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'capt_amarinder', 'name': 'Capt.Amarinder Singh', 'id': 263090427, 'id_str': '263090427', 'indices': [0, 15]}], 'urls': []}",,en,,"Nayagaon, India"
668,1243355881200181248,314993224,"@avibihar This is not the time to criticized this is the time to fight against corona by staying at home 
Take care Bro",2020-03-27 01:55:17,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'avibihar', 'name': 'Avanish kumar', 'id': 314773514, 'id_str': '314773514', 'indices': [0, 9]}], 'urls': []}",,en,,vadodara
669,1243355896068984832,2389879913,"Look for the good in others and the bad in yourself.

#yourself #ashutoshetw #mindset #corona #lockdown #21dayslockdown #coronavirüsü #stayhome #stayhealthy #staystrong #staypositive 😷 @ India https://t.co/FQ5QIOF0xD",2020-03-27 01:55:20,"{'hashtags': [{'text': 'yourself', 'indices': [54, 63]}, {'text': 'ashutoshetw', 'indices': [64, 76]}, {'text': 'mindset', 'indices': [77, 85]}, {'text': 'corona', 'indices': [86, 93]}, {'text': 'lockdown', 'indices': [94, 103]}, {'text': '21dayslockdown', 'indices': [104, 119]}, {'text': 'coronavirüsü', 'indices': [120, 133]}, {'text': 'stayhome', 'indices': [134, 143]}, {'text': 'stayhealthy', 'indices': [144, 156]}, {'text': 'staystrong', 'indices': [157, 168]}, {'text': 'staypositive', 'indices': [169, 182]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/FQ5QIOF0xD', 'expanded_url': 'https://www.instagram.com/p/B-OCqLwAiCO/?igshid=exh1xcl4t07g', 'display_url': 'instagram.com/p/B-OCqLwAiCO/…', 'indices': [193, 216]}]}",,en,,India
